time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,success_rate,num_samples,time_VF,VF_error_before,VF_error_after,eval_score
1.9367012977600098,-37.344231336882196,5.779341519915549,-19.411243495026305,-51.672247988545784,0.7795646715395759,0.05,0.018481731414794922,0.1935291290283203,0.024940904,0.0661431,-37.344231336882196,0.0,4800,0.5731229782104492,0.9929107826573934,0.4713943251255585,-35.59655200662791
2.185391664505005,-36.23391250432462,5.153883957093887,-23.527379058425883,-53.06908233622403,0.7983208835436754,0.05,0.017229557037353516,0.19600224494934082,0.028204793,0.066955425,-37.23319945362644,0.0,4800,0.5289692878723145,0.4599028982341078,0.23231429440045323,-35.597759998205106
2.0048413276672363,-36.66152097887121,4.975075017547942,-25.715599874690408,-46.366104232536365,0.8401363293250743,0.05,0.016365766525268555,0.19944238662719727,0.026875537,0.06456499,-37.17603160615092,0.0,4800,0.575200080871582,0.2313978431258747,0.21918181829059277,-35.57781358147499
2.349116802215576,-36.77742755392047,5.052420276596113,-24.613888241201465,-46.567784890610746,0.8364672504401265,0.05,0.017893075942993164,0.21052813529968262,0.02599785,0.06388891,-37.136171200927876,0.0,4800,0.5978116989135742,0.22081286094363464,0.2080859534728025,-35.57330157180723
2.394244909286499,-36.36342922710797,5.636520036612804,-21.762366120256846,-49.73493825227015,0.8080303475700502,0.05,0.04432511329650879,0.2004392147064209,0.026797848,0.06728503,-37.05889700354589,0.0,4800,0.5793149471282959,0.2101327298576298,0.19439656507924893,-35.56554710264447
2.2369353771209717,-36.92783729115971,5.15627116595817,-25.213709797713353,-47.10003307610033,0.8390794315896422,0.05,0.022475242614746094,0.21352171897888184,0.025631897,0.06329444,-37.04579103230727,0.0,4800,0.5593111515045166,0.19299842415694715,0.1741851015278617,-35.51603849935565
2.5746121406555176,-35.7840124834194,5.573507304684285,-24.39695861036429,-50.46382657937636,0.819433612851762,0.05,0.06745147705078125,0.24370312690734863,0.02605803,0.06397633,-36.91961317741848,0.0,4800,0.535212516784668,0.17619936708415582,0.151877172806089,-35.474448624370524
2.3312108516693115,-36.93663206469453,5.606209226293777,-24.302436084517176,-50.494211873469546,0.8112220040203585,0.05,0.15211200714111328,0.946887731552124,0.025726458,0.06664885,-36.921315066146086,0.0,4800,1.2113370895385742,0.15305736187661348,0.12127683252710499,-35.44133348108527
4.156202554702759,-35.819485450636556,5.499159514695125,-24.668895622307367,-48.36669106474774,0.8055278871440489,0.05,0.03787517547607422,1.015599250793457,0.02540485,0.0666335,-36.81113210459513,0.0,4800,1.1907463073730469,0.12004896062193472,0.08247574779312651,-35.404792775654805
4.609857559204102,-35.78630236885145,5.676301164307045,-23.80082048083187,-48.728163685380906,0.876472670118109,0.05,0.0398709774017334,0.5582208633422852,0.025523227,0.05937882,-36.70864913102076,0.0,4800,1.8010919094085693,0.08286413430193061,0.045113005851363644,-35.395647569268505
